sample_id,split,scenario_group,ci_platform,source_dataset,source_pipeline_id,source_run_id,timestamp,repository,branch,language,os,cloud_provider,failure_stage,severity,cpu_usage_pct,memory_usage_mb,retry_count,error_type,error_message,stack_trace_summary,failed_file,important_log_excerpt,raw_github_actions_log,model_input_text,root_cause_label,label_verified,label_method,neutral_run_context
GH_RCA_04721,validation,certificate_path_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9685,run_9444,2025-08-25T19:53:16.927259,repo_169,release,C++,windows-latest,AWS,test,LOW,84.18,23348,5,CertificatePathError,configured certificate path does not exist,environment setup,.github/workflows/test.yml,"CertificatePathError: /etc/certs/client.pem not found
##[error]Process completed with exit code 1.","2025-08-25T19:53:16Z Dependency cache restored
2025-08-25T19:53:16Z Post job cleanup started
2025-08-25T19:53:16Z ##[group]Run cargo test
2025-08-25T19:53:16Z CertificatePathError: /etc/certs/client.pem not found
2025-08-25T19:53:16Z ##[error]Process completed with exit code 1.
2025-08-25T19:53:16Z Post job cleanup.
2025-08-25T19:53:16Z attempt=5; elapsed_ms=133046; worker_slot=23","stage=test | language=C++ | error_type=CertificatePathError | error_message=configured certificate path does not exist | stack_trace=environment setup | failed_file=.github/workflows/test.yml | log=CertificatePathError: /etc/certs/client.pem not found
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=133046; worker_slot=23",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=133046; worker_slot=23
GH_RCA_01704,validation,mock_503,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4633,run_28964,2025-10-11T15:33:16.927259,repo_381,main,C++,windows-latest,GCP,test,HIGH,25.33,29203,2,HTTPError,mock server returned 503 while test expected 200,tests/test_user_service.cpp:130,tests/test_user_service.cpp,"mock_response.status=503
HTTPError: mock server returned 503
##[error]Process completed with exit code 1.","2025-10-11T15:33:16Z Previous step completed successfully
2025-10-11T15:33:16Z Environment variables loaded
2025-10-11T15:33:16Z ##[group]Run kubectl rollout status
2025-10-11T15:33:16Z mock_response.status=503
2025-10-11T15:33:16Z HTTPError: mock server returned 503
2025-10-11T15:33:16Z ##[error]Process completed with exit code 1.
2025-10-11T15:33:16Z Post job cleanup.
2025-10-11T15:33:16Z attempt=2; elapsed_ms=133063; worker_slot=24","stage=test | language=C++ | error_type=HTTPError | error_message=mock server returned 503 while test expected 200 | stack_trace=tests/test_user_service.cpp:130 | failed_file=tests/test_user_service.cpp | log=mock_response.status=503
HTTPError: mock server returned 503
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=133063; worker_slot=24",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=133063; worker_slot=24
GH_RCA_05651,train,runner_timeout,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4133,run_16899,2026-01-10T20:39:16.927259,repo_409,release,Rust,macos-latest,On-Prem,deploy,LOW,80.45,11030,0,RunnerTimeout,job exceeded maximum execution time,hosted runner,N/A,"The operation was canceled
Job exceeded maximum execution time
##[error]Process completed with exit code 1.","2026-01-10T20:39:16Z Environment variables loaded
2026-01-10T20:39:16Z Dependency cache restored
2026-01-10T20:39:16Z ##[group]Run security scan
2026-01-10T20:39:16Z The operation was canceled
2026-01-10T20:39:16Z Job exceeded maximum execution time
2026-01-10T20:39:16Z ##[error]Process completed with exit code 1.
2026-01-10T20:39:16Z Post job cleanup.
2026-01-10T20:39:16Z attempt=0; elapsed_ms=133080; worker_slot=25","stage=deploy | language=Rust | error_type=RunnerTimeout | error_message=job exceeded maximum execution time | stack_trace=hosted runner | failed_file=N/A | log=The operation was canceled
Job exceeded maximum execution time
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133080; worker_slot=25",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133080; worker_slot=25
GH_RCA_01286,train,wrong_teardown,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8165,run_44685,2025-10-09T03:25:16.927259,repo_9,feature-x,Java,macos-latest,On-Prem,test,LOW,17.16,9623,1,TeardownError,shared database removed before final assertion,src/test/java/com/acme/UserServiceTest.java:28,src/test/java/com/acme/UserServiceTest.java,"TeardownError: shared resource removed too early
##[error]Process completed with exit code 1.","2025-10-09T03:25:16Z Environment variables loaded
2025-10-09T03:25:16Z Repository checkout completed
2025-10-09T03:25:16Z ##[group]Run cargo test
2025-10-09T03:25:16Z TeardownError: shared resource removed too early
2025-10-09T03:25:16Z ##[error]Process completed with exit code 1.
2025-10-09T03:25:16Z Post job cleanup.
2025-10-09T03:25:16Z attempt=1; elapsed_ms=133097; worker_slot=26","stage=test | language=Java | error_type=TeardownError | error_message=shared database removed before final assertion | stack_trace=src/test/java/com/acme/UserServiceTest.java:28 | failed_file=src/test/java/com/acme/UserServiceTest.java | log=TeardownError: shared resource removed too early
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=133097; worker_slot=26",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=133097; worker_slot=26
GH_RCA_07467,train,path_traversal,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9112,run_6332,2025-09-28T16:14:16.927259,repo_68,release,Java,ubuntu-latest,GCP,build,HIGH,35.04,3684,0,SASTFinding,path traversal risk detected,src/main/java/com/acme/UserService.java:98,src/main/java/com/acme/UserService.java,"HIGH: user input reaches file path
##[error]Process completed with exit code 1.","2025-09-28T16:14:16Z Repository checkout completed
2025-09-28T16:14:16Z Environment variables loaded
2025-09-28T16:14:16Z ##[group]Run mvn test
2025-09-28T16:14:16Z HIGH: user input reaches file path
2025-09-28T16:14:16Z ##[error]Process completed with exit code 1.
2025-09-28T16:14:16Z Post job cleanup.
2025-09-28T16:14:16Z attempt=0; elapsed_ms=133114; worker_slot=27","stage=build | language=Java | error_type=SASTFinding | error_message=path traversal risk detected | stack_trace=src/main/java/com/acme/UserService.java:98 | failed_file=src/main/java/com/acme/UserService.java | log=HIGH: user input reaches file path
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133114; worker_slot=27",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133114; worker_slot=27
GH_RCA_00176,train,index_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_3215,run_38932,2025-10-01T19:39:16.927259,repo_286,feature-x,Python,windows-latest,Azure,build,HIGH,44.99,21595,0,IndexError,list index out of range,src/calculator.py:133,src/calculator.py,"src/calculator.py:133
return items[0]
IndexError: list index out of range
##[error]Process completed with exit code 1.","2025-10-01T19:39:16Z Post job cleanup started
2025-10-01T19:39:16Z Previous step completed successfully
2025-10-01T19:39:16Z ##[group]Run mvn test
2025-10-01T19:39:16Z src/calculator.py:133
2025-10-01T19:39:16Z return items[0]
2025-10-01T19:39:16Z IndexError: list index out of range
2025-10-01T19:39:16Z ##[error]Process completed with exit code 1.
2025-10-01T19:39:16Z Post job cleanup.
2025-10-01T19:39:16Z attempt=0; elapsed_ms=133131; worker_slot=28","stage=build | language=Python | error_type=IndexError | error_message=list index out of range | stack_trace=src/calculator.py:133 | failed_file=src/calculator.py | log=src/calculator.py:133
return items[0]
IndexError: list index out of range
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133131; worker_slot=28",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133131; worker_slot=28
GH_RCA_04877,test,encoding_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7926,run_44006,2025-11-06T00:42:16.927259,repo_147,release,C++,ubuntu-latest,Azure,build,HIGH,82.6,21162,0,UnicodeDecodeError,configuration file is not valid UTF-8,configuration loading,config/test.yaml,"UnicodeDecodeError: invalid start byte
##[error]Process completed with exit code 1.","2025-11-06T00:42:16Z Previous step completed successfully
2025-11-06T00:42:16Z Repository checkout completed
2025-11-06T00:42:16Z ##[group]Run go test ./...
2025-11-06T00:42:16Z UnicodeDecodeError: invalid start byte
2025-11-06T00:42:16Z ##[error]Process completed with exit code 1.
2025-11-06T00:42:16Z Post job cleanup.
2025-11-06T00:42:16Z attempt=0; elapsed_ms=133148; worker_slot=29","stage=build | language=C++ | error_type=UnicodeDecodeError | error_message=configuration file is not valid UTF-8 | stack_trace=configuration loading | failed_file=config/test.yaml | log=UnicodeDecodeError: invalid start byte
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133148; worker_slot=29",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133148; worker_slot=29
GH_RCA_01564,train,missing_stub,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8956,run_8881,2025-10-08T19:50:16.927259,repo_494,develop,Python,ubuntu-latest,GCP,test,LOW,37.85,8398,4,StubError,external service stub was not configured,tests/test_payment_service.py:136,tests/test_payment_service.py,"ConnectTimeout: request reached real endpoint
StubError: service stub missing
##[error]Process completed with exit code 1.","2025-10-08T19:50:16Z Artifact upload skipped after failure
2025-10-08T19:50:16Z Previous step completed successfully
2025-10-08T19:50:16Z ##[group]Run security scan
2025-10-08T19:50:16Z ConnectTimeout: request reached real endpoint
2025-10-08T19:50:16Z StubError: service stub missing
2025-10-08T19:50:16Z ##[error]Process completed with exit code 1.
2025-10-08T19:50:16Z Post job cleanup.
2025-10-08T19:50:16Z attempt=4; elapsed_ms=133165; worker_slot=30","stage=test | language=Python | error_type=StubError | error_message=external service stub was not configured | stack_trace=tests/test_payment_service.py:136 | failed_file=tests/test_payment_service.py | log=ConnectTimeout: request reached real endpoint
StubError: service stub missing
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=133165; worker_slot=30",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=133165; worker_slot=30
GH_RCA_06687,train,readiness_failed,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4164,run_13109,2025-11-20T22:50:16.927259,repo_200,feature-x,Rust,macos-latest,GCP,deploy,MEDIUM,91.96,29150,2,ReadinessProbeError,new replicas never became ready,readiness probe,deploy/kubernetes/deployment.yaml,"Readiness probe failed: HTTP probe returned 500
##[error]Process completed with exit code 1.","2025-11-20T22:50:16Z Using hosted Ubuntu runner
2025-11-20T22:50:16Z Previous step completed successfully
2025-11-20T22:50:16Z ##[group]Run cargo test
2025-11-20T22:50:16Z Readiness probe failed: HTTP probe returned 500
2025-11-20T22:50:16Z ##[error]Process completed with exit code 1.
2025-11-20T22:50:16Z Post job cleanup.
2025-11-20T22:50:16Z attempt=2; elapsed_ms=133182; worker_slot=31","stage=deploy | language=Rust | error_type=ReadinessProbeError | error_message=new replicas never became ready | stack_trace=readiness probe | failed_file=deploy/kubernetes/deployment.yaml | log=Readiness probe failed: HTTP probe returned 500
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=133182; worker_slot=31",deployment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=133182; worker_slot=31
GH_RCA_02970,test,registry_timeout,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7396,run_14868,2025-11-05T15:29:16.927259,repo_460,develop,NodeJS,windows-latest,On-Prem,deploy,CRITICAL,23.04,21077,2,ConnectTimeout,package registry request timed out,request to payments.sandbox.example.com,N/A,"GET package metadata
ConnectTimeout: registry request timed out
##[error]Process completed with exit code 1.","2025-11-05T15:29:16Z Environment variables loaded
2025-11-05T15:29:16Z Post job cleanup started
2025-11-05T15:29:16Z ##[group]Run security scan
2025-11-05T15:29:16Z GET package metadata
2025-11-05T15:29:16Z ConnectTimeout: registry request timed out
2025-11-05T15:29:16Z ##[error]Process completed with exit code 1.
2025-11-05T15:29:16Z Post job cleanup.
2025-11-05T15:29:16Z attempt=2; elapsed_ms=133199; worker_slot=32","stage=deploy | language=NodeJS | error_type=ConnectTimeout | error_message=package registry request timed out | stack_trace=request to payments.sandbox.example.com | failed_file=N/A | log=GET package metadata
ConnectTimeout: registry request timed out
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=133199; worker_slot=32",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=133199; worker_slot=32
GH_RCA_08871,test,unknown_tool_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1332,run_38664,2025-09-09T10:57:16.927259,repo_338,release,Go,ubuntu-latest,AWS,deploy,MEDIUM,65.74,8644,4,ToolError,tool returned undocumented error code X91,workflow tool,unknown,"ToolError X91: no documentation available
##[error]Process completed with exit code 1.","2025-09-09T10:57:16Z Runner image initialized
2025-09-09T10:57:16Z Artifact upload skipped after failure
2025-09-09T10:57:16Z ##[group]Run cargo test
2025-09-09T10:57:16Z ToolError X91: no documentation available
2025-09-09T10:57:16Z ##[error]Process completed with exit code 1.
2025-09-09T10:57:16Z Post job cleanup.
2025-09-09T10:57:16Z attempt=4; elapsed_ms=133216; worker_slot=33","stage=deploy | language=Go | error_type=ToolError | error_message=tool returned undocumented error code X91 | stack_trace=workflow tool | failed_file=unknown | log=ToolError X91: no documentation available
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=133216; worker_slot=33",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=133216; worker_slot=33
GH_RCA_04963,test,config_schema_mismatch,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5564,run_41075,2025-09-26T08:24:16.927259,repo_268,develop,Java,ubuntu-latest,AWS,test,HIGH,35.19,4367,5,ConfigurationSchemaError,configuration does not match required schema,configuration loading,config/test.yaml,"ConfigurationSchemaError: additional property servicePort is not allowed
##[error]Process completed with exit code 1.","2025-09-26T08:24:16Z Workspace prepared
2025-09-26T08:24:16Z Previous step completed successfully
2025-09-26T08:24:16Z ##[group]Run security scan
2025-09-26T08:24:16Z ConfigurationSchemaError: additional property servicePort is not allowed
2025-09-26T08:24:16Z ##[error]Process completed with exit code 1.
2025-09-26T08:24:16Z Post job cleanup.
2025-09-26T08:24:16Z attempt=5; elapsed_ms=133233; worker_slot=34","stage=test | language=Java | error_type=ConfigurationSchemaError | error_message=configuration does not match required schema | stack_trace=configuration loading | failed_file=config/test.yaml | log=ConfigurationSchemaError: additional property servicePort is not allowed
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=133233; worker_slot=34",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=133233; worker_slot=34
GH_RCA_00593,train,key_error,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1369,run_4968,2025-12-19T22:47:16.927259,repo_357,feature-x,Go,windows-latest,GCP,build,MEDIUM,75.48,935,4,KeyError,'email',internal/client/api_client.go:14,internal/client/api_client.go,"internal/client/api_client.go:14
return user['email']
KeyError: 'email'
##[error]Process completed with exit code 1.","2025-12-19T22:47:16Z Using hosted Ubuntu runner
2025-12-19T22:47:16Z Repository checkout completed
2025-12-19T22:47:16Z ##[group]Run kubectl rollout status
2025-12-19T22:47:16Z internal/client/api_client.go:14
2025-12-19T22:47:16Z return user['email']
2025-12-19T22:47:16Z KeyError: 'email'
2025-12-19T22:47:16Z ##[error]Process completed with exit code 1.
2025-12-19T22:47:16Z Post job cleanup.
2025-12-19T22:47:16Z attempt=4; elapsed_ms=133250; worker_slot=35","stage=build | language=Go | error_type=KeyError | error_message='email' | stack_trace=internal/client/api_client.go:14 | failed_file=internal/client/api_client.go | log=internal/client/api_client.go:14
return user['email']
KeyError: 'email'
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=133250; worker_slot=35",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=133250; worker_slot=35
GH_RCA_03744,validation,native_library_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5539,run_27476,2026-01-10T03:20:16.927259,repo_29,develop,Go,macos-latest,Azure,build,MEDIUM,45.23,12195,4,NativeLibraryError,required system library libssl.so was not found,native import,requirements.txt,"OSError: libssl.so: cannot open shared object file
##[error]Process completed with exit code 1.","2026-01-10T03:20:16Z Environment variables loaded
2026-01-10T03:20:16Z Repository checkout completed
2026-01-10T03:20:16Z ##[group]Run cargo test
2026-01-10T03:20:16Z OSError: libssl.so: cannot open shared object file
2026-01-10T03:20:16Z ##[error]Process completed with exit code 1.
2026-01-10T03:20:16Z Post job cleanup.
2026-01-10T03:20:16Z attempt=4; elapsed_ms=133267; worker_slot=36","stage=build | language=Go | error_type=NativeLibraryError | error_message=required system library libssl.so was not found | stack_trace=native import | failed_file=requirements.txt | log=OSError: libssl.so: cannot open shared object file
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=133267; worker_slot=36",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=133267; worker_slot=36
GH_RCA_07797,validation,unsigned_artifact,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6021,run_40005,2025-08-17T03:25:16.927259,repo_176,main,C++,macos-latest,On-Prem,build,CRITICAL,56.14,12251,0,ArtifactPolicyError,unsigned artifact blocked by policy,artifact policy,release/app.tar.gz,"ArtifactPolicyError: signature missing
##[error]Process completed with exit code 1.","2025-08-17T03:25:16Z Previous step completed successfully
2025-08-17T03:25:16Z Artifact upload skipped after failure
2025-08-17T03:25:16Z ##[group]Run pytest
2025-08-17T03:25:16Z ArtifactPolicyError: signature missing
2025-08-17T03:25:16Z ##[error]Process completed with exit code 1.
2025-08-17T03:25:16Z Post job cleanup.
2025-08-17T03:25:16Z attempt=0; elapsed_ms=133284; worker_slot=0","stage=build | language=C++ | error_type=ArtifactPolicyError | error_message=unsigned artifact blocked by policy | stack_trace=artifact policy | failed_file=release/app.tar.gz | log=ArtifactPolicyError: signature missing
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133284; worker_slot=0",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133284; worker_slot=0
GH_RCA_05071,train,runner_disconnected,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9358,run_25158,2025-11-02T19:53:16.927259,repo_423,feature-x,Go,ubuntu-latest,Azure,test,LOW,82.1,10836,4,RunnerDisconnected,runner stopped sending heartbeats,self-hosted runner,N/A,"The runner has lost communication with the service
##[error]Process completed with exit code 1.","2025-11-02T19:53:16Z Runner image initialized
2025-11-02T19:53:16Z ##[group]Run actions/checkout@v4
2025-11-02T19:53:16Z ##[group]Run pytest
2025-11-02T19:53:16Z The runner has lost communication with the service
2025-11-02T19:53:16Z ##[error]Process completed with exit code 1.
2025-11-02T19:53:16Z Post job cleanup.
2025-11-02T19:53:16Z attempt=4; elapsed_ms=133301; worker_slot=1","stage=test | language=Go | error_type=RunnerDisconnected | error_message=runner stopped sending heartbeats | stack_trace=self-hosted runner | failed_file=N/A | log=The runner has lost communication with the service
##[error]Process completed with exit code 1. | context=attempt=4; elapsed_ms=133301; worker_slot=1",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=4; elapsed_ms=133301; worker_slot=1
GH_RCA_02662,train,dns_failure,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4455,run_40262,2025-08-30T02:35:16.927259,repo_308,develop,Go,ubuntu-latest,AWS,build,MEDIUM,70.17,8749,1,DNSResolutionError,temporary failure resolving registry.partner.local,request to registry.partner.local,N/A,"getaddrinfo EAI_AGAIN registry.partner.local
temporary failure in name resolution
##[error]Process completed with exit code 1.","2025-08-30T02:35:16Z Repository checkout completed
2025-08-30T02:35:16Z Environment variables loaded
2025-08-30T02:35:16Z ##[group]Run npm test
2025-08-30T02:35:16Z getaddrinfo EAI_AGAIN registry.partner.local
2025-08-30T02:35:16Z temporary failure in name resolution
2025-08-30T02:35:16Z ##[error]Process completed with exit code 1.
2025-08-30T02:35:16Z Post job cleanup.
2025-08-30T02:35:16Z attempt=1; elapsed_ms=133318; worker_slot=2","stage=build | language=Go | error_type=DNSResolutionError | error_message=temporary failure resolving registry.partner.local | stack_trace=request to registry.partner.local | failed_file=N/A | log=getaddrinfo EAI_AGAIN registry.partner.local
temporary failure in name resolution
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=133318; worker_slot=2",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=133318; worker_slot=2
GH_RCA_03768,validation,native_library_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6460,run_21847,2025-12-16T17:48:16.927259,repo_252,release,C++,windows-latest,Azure,build,HIGH,27.19,1521,2,NativeLibraryError,required system library libssl.so was not found,native import,requirements.txt,"OSError: libssl.so: cannot open shared object file
##[error]Process completed with exit code 1.","2025-12-16T17:48:16Z Repository checkout completed
2025-12-16T17:48:16Z Previous step completed successfully
2025-12-16T17:48:16Z ##[group]Run npm test
2025-12-16T17:48:16Z OSError: libssl.so: cannot open shared object file
2025-12-16T17:48:16Z ##[error]Process completed with exit code 1.
2025-12-16T17:48:16Z Post job cleanup.
2025-12-16T17:48:16Z attempt=2; elapsed_ms=133335; worker_slot=3","stage=build | language=C++ | error_type=NativeLibraryError | error_message=required system library libssl.so was not found | stack_trace=native import | failed_file=requirements.txt | log=OSError: libssl.so: cannot open shared object file
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=133335; worker_slot=3",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=133335; worker_slot=3
GH_RCA_02588,train,host_unreachable,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8861,run_29519,2025-10-29T19:43:16.927259,repo_205,release,C++,windows-latest,On-Prem,deploy,HIGH,16.04,2002,2,NetworkUnreachableError,no route to host,request to payments.sandbox.example.com,N/A,"NetworkUnreachableError: no route to host
##[error]Process completed with exit code 1.","2025-10-29T19:43:16Z Runner image initialized
2025-10-29T19:43:16Z Repository checkout completed
2025-10-29T19:43:16Z ##[group]Run cargo test
2025-10-29T19:43:16Z NetworkUnreachableError: no route to host
2025-10-29T19:43:16Z ##[error]Process completed with exit code 1.
2025-10-29T19:43:16Z Post job cleanup.
2025-10-29T19:43:16Z attempt=2; elapsed_ms=133352; worker_slot=4","stage=deploy | language=C++ | error_type=NetworkUnreachableError | error_message=no route to host | stack_trace=request to payments.sandbox.example.com | failed_file=N/A | log=NetworkUnreachableError: no route to host
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=133352; worker_slot=4",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=133352; worker_slot=4
GH_RCA_03360,train,registry_auth,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_9754,run_12806,2025-10-07T14:35:16.927259,repo_431,release,NodeJS,macos-latest,Azure,build,HIGH,48.54,3366,1,RegistryAuthenticationError,authentication to private package registry failed,package registry,package.json,"npm ERR! code E401
Unable to authenticate to private registry
##[error]Process completed with exit code 1.","2025-10-07T14:35:16Z Previous step completed successfully
2025-10-07T14:35:16Z Runner image initialized
2025-10-07T14:35:16Z ##[group]Run npm test
2025-10-07T14:35:16Z npm ERR! code E401
2025-10-07T14:35:16Z Unable to authenticate to private registry
2025-10-07T14:35:16Z ##[error]Process completed with exit code 1.
2025-10-07T14:35:16Z Post job cleanup.
2025-10-07T14:35:16Z attempt=1; elapsed_ms=133369; worker_slot=5","stage=build | language=NodeJS | error_type=RegistryAuthenticationError | error_message=authentication to private package registry failed | stack_trace=package registry | failed_file=package.json | log=npm ERR! code E401
Unable to authenticate to private registry
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=133369; worker_slot=5",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=133369; worker_slot=5
GH_RCA_07351,train,sql_injection,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8468,run_30912,2025-08-19T11:11:16.927259,repo_250,release,Go,windows-latest,On-Prem,build,LOW,32.05,18816,0,SASTFinding,possible SQL injection path detected,internal/service/payment_service.go:32,internal/service/payment_service.go,"File: internal/service/payment_service.go
Line: 32
HIGH: SQL query constructed from untrusted input
##[error]Process completed with exit code 1.","2025-08-19T11:11:16Z Previous step completed successfully
2025-08-19T11:11:16Z Runner image initialized
2025-08-19T11:11:16Z ##[group]Run pytest
2025-08-19T11:11:16Z File: internal/service/payment_service.go
2025-08-19T11:11:16Z Line: 32
2025-08-19T11:11:16Z HIGH: SQL query constructed from untrusted input
2025-08-19T11:11:16Z ##[error]Process completed with exit code 1.
2025-08-19T11:11:16Z Post job cleanup.
2025-08-19T11:11:16Z attempt=0; elapsed_ms=133386; worker_slot=6","stage=build | language=Go | error_type=SASTFinding | error_message=possible SQL injection path detected | stack_trace=internal/service/payment_service.go:32 | failed_file=internal/service/payment_service.go | log=File: internal/service/payment_service.go
Line: 32
HIGH: SQL query constructed from untrusted input
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=133386; worker_slot=6",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=133386; worker_slot=6
GH_RCA_07444,train,unsafe_deserialization,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4310,run_5983,2025-12-04T16:56:16.927259,repo_74,develop,Python,macos-latest,AWS,deploy,CRITICAL,94.35,20267,3,SASTFinding,unsafe deserialization detected,app/order_service.py:164,app/order_service.py,"HIGH: untrusted data passed to deserializer
##[error]Process completed with exit code 1.","2025-12-04T16:56:16Z Workspace prepared
2025-12-04T16:56:16Z Dependency cache restored
2025-12-04T16:56:16Z ##[group]Run cargo test
2025-12-04T16:56:16Z HIGH: untrusted data passed to deserializer
2025-12-04T16:56:16Z ##[error]Process completed with exit code 1.
2025-12-04T16:56:16Z Post job cleanup.
2025-12-04T16:56:16Z attempt=3; elapsed_ms=133403; worker_slot=7","stage=deploy | language=Python | error_type=SASTFinding | error_message=unsafe deserialization detected | stack_trace=app/order_service.py:164 | failed_file=app/order_service.py | log=HIGH: untrusted data passed to deserializer
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=133403; worker_slot=7",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=133403; worker_slot=7
