test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-5086,Logout Test,Azure DevOps,Chrome,ubuntu-latest,JavaScript,AWS,feature-x,network_api_error,test,Network Error,urllib.error.URLError: <urlopen error [Errno 111] Connection refused> for test API endpoint,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,MEDIUM,N/A,N/A,2,84,47.32,1558,True,Increase API request timeout configuration for slow test environments,True,2025-04-21T00:00:00
SEL-3082,Checkout Test,CircleCI,Chrome,ubuntu-latest,Python,GCP,hotfix,test_data_issue,test,Test Failure,NullPointerException: Test data record not found in database for user_id=TEST_9921,AssertionError at CheckoutTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,47,29.72,440,True,Use dynamic test data generation instead of hardcoded values,True,2025-05-01T00:00:00
SEL-2064,Session Timeout Test,Jenkins,Firefox,macos-latest,Java,Azure,hotfix,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",1,115,20.33,1249,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-07-27T00:00:00
SEL-6114,Dashboard Load Test,GitLab CI,Firefox,windows-latest,JavaScript,AWS,main,application_defect,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,CRITICAL,N/A,N/A,1,33,50.26,1340,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-12-29T00:00:00
SEL-5026,Order History Test,GitLab CI,Safari,ubuntu-latest,Python,GCP,main,network_api_error,test,Network Error,AssertionError: Expected response field 'status' == 'success' but got 'error',AssertionError at APIHelper.assertResponseStatus() — unexpected status code,MEDIUM,N/A,N/A,5,102,20.24,1336,True,Add retry logic with exponential backoff for transient network failures,True,2025-10-01T00:00:00
SEL-6110,Payment Test,Jenkins,Safari,macos-latest,C#,On-Prem,main,application_defect,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at PaymentTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,25,58.67,1489,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-10-25T00:00:00
SEL-5003,Cart Validation Test,GitHub Actions,Edge,windows-latest,C#,On-Prem,hotfix,network_api_error,test,Network Error,Test runner encountered an unhandled exception.,Exception at generic_handler.py,HIGH,N/A,N/A,4,176,30.57,532,True,Use mock API responses for test isolation instead of live API calls,True,2025-02-09T00:00:00
SEL-1145,Registration Test,CircleCI,Safari,windows-latest,C#,AWS,main,locator_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,MEDIUM,.hero-cta-button,[data-testid='login-button'],1,87,59.22,2829,True,Locator changed after UI refactor. Use '[data-testid='login-button']' instead of '.hero-cta-button',False,2025-01-22T00:00:00
SEL-1159,Profile Update Test,Jenkins,Edge,macos-latest,Python,Azure,develop,application_defect,test,Test Failure,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,HIGH,#login-btn,[data-testid='hero-cta'],1,76,41.32,2404,True,Replace brittle CSS selector '#login-btn' with data attribute '[data-testid='hero-cta']',False,2025-11-19T00:00:00
SEL-6018,Payment Test,Azure DevOps,Chrome,macos-latest,JavaScript,AWS,feature-x,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at PaymentTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,0,42,30.97,746,False,Forward to developer: application behaviour does not match expected specification,True,2025-01-16T00:00:00
SEL-3061,Profile Update Test,GitLab CI,Chrome,ubuntu-latest,JavaScript,AWS,main,test_data_issue,test,Test Failure,SQLException: Test user 'qa_user_001' does not exist in test environment database,AssertionError at ProfileUpdateTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,16,30.12,315,True,Use dynamic test data generation instead of hardcoded values,True,2025-05-23T00:00:00
SEL-3030,Profile Update Test,Jenkins,Firefox,ubuntu-latest,Python,On-Prem,hotfix,synchronization_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,AssertionError at ProfileUpdateTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,42,27.39,1114,True,Validate test data availability in @BeforeEach setup method,True,2025-04-28T00:00:00
SEL-2033,Product Search Test,Jenkins,Safari,windows-latest,Python,AWS,feature-x,environment_failure,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at ProductSearchTest.waitForElement() — implicit wait too short,MEDIUM,"WebDriverWait(driver, 5)","WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",3,295,30.92,902,True,Increase timeout and add explicit visibility check before interaction,False,2025-12-05T00:00:00
SEL-3049,Password Reset Test,Jenkins,Chrome,macos-latest,C#,AWS,hotfix,test_data_issue,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,AssertionError at PasswordResetTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,43,28.15,370,False,Validate test data availability in @BeforeEach setup method,True,2025-07-23T00:00:00
SEL-1181,Payment Test,Jenkins,Chrome,windows-latest,C#,GCP,hotfix,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {.checkout-form},StaleElementReferenceException at PaymentTest.clickElement(),HIGH,.checkout-form,[data-qa='dropdown-toggle'],1,63,45.54,739,False,Locator changed after UI refactor. Use '[data-qa='dropdown-toggle']' instead of '.checkout-form',False,2025-03-27T00:00:00
SEL-2138,User Role Test,Jenkins,Edge,macos-latest,JavaScript,AWS,feature-x,synchronization_issue,test,Timeout,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,HIGH,driver.implicitly_wait(3),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",2,220,28.08,1751,True,"Replace 'driver.implicitly_wait(3)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-09-26T00:00:00
SEL-6098,Product Search Test,Jenkins,Firefox,ubuntu-latest,C#,GCP,main,application_defect,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at ProductSearchTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,1,34,45.15,2876,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-08-20T00:00:00
SEL-2046,Session Timeout Test,GitLab CI,Firefox,ubuntu-latest,JavaScript,AWS,feature-x,synchronization_issue,test,Timeout,Failed to complete the action on the web application.,Exception at generic_handler.py,MEDIUM,time.sleep(1),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",1,108,47.15,2956,True,"Replace 'time.sleep(1)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-11-17T00:00:00
SEL-1004,Order History Test,GitHub Actions,Firefox,ubuntu-latest,C#,On-Prem,feature-x,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #register-link is not a valid CSS selector,"NoSuchElementException at OrderHistoryTest.findElement(By.cssSelector(""#register-link""))",MEDIUM,#register-link,[data-testid='submit'],0,34,61.09,3809,False,Replace brittle CSS selector '#register-link' with data attribute '[data-testid='submit']',False,2025-05-18T00:00:00
SEL-2097,Payment Test,CircleCI,Firefox,ubuntu-latest,Python,On-Prem,hotfix,application_defect,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,ElementClickInterceptedException at PaymentTest.clickButton() — overlay not dismissed,MEDIUM,time.sleep(0.5),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",2,110,30.0,1898,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-01-31T00:00:00
SEL-6115,API Response Test,GitLab CI,Edge,windows-latest,JavaScript,Azure,develop,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at APIResponseTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,84,32.42,2585,False,Forward to developer: application behaviour does not match expected specification,True,2025-11-25T00:00:00
SEL-5095,Notification Test,Azure DevOps,Safari,windows-latest,JavaScript,On-Prem,feature-x,network_api_error,test,Network Error,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,MEDIUM,N/A,N/A,2,83,32.22,1081,True,Increase API request timeout configuration for slow test environments,True,2025-02-20T00:00:00
SEL-2010,Product Search Test,Azure DevOps,Chrome,ubuntu-latest,Python,GCP,hotfix,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,ElementClickInterceptedException at ProductSearchTest.clickButton() — overlay not dismissed,HIGH,time.sleep(0.5),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",4,278,32.88,2449,True,"Replace 'time.sleep(0.5)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-03-30T00:00:00
SEL-3040,Dashboard Load Test,GitLab CI,Edge,macos-latest,C#,GCP,main,test_data_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,NullPointerException at DashboardLoadTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,36,25.04,1954,True,"Use test data factories to ensure isolated, reproducible test state",True,2025-12-30T00:00:00
SEL-1046,Profile Update Test,GitHub Actions,Firefox,windows-latest,Python,Azure,develop,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #login-btn,ElementNotInteractableException at ProfileUpdateTest.sendKeys(),HIGH,#login-btn,[data-testid='search-bar'],0,5,40.43,3335,False,Replace brittle CSS selector '#login-btn' with data attribute '[data-testid='search-bar']',False,2025-01-17T00:00:00
SEL-1015,Multi-Tab Navigation Test,CircleCI,Firefox,ubuntu-latest,JavaScript,Azure,main,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #product-add-cart is not a valid CSS selector,ElementNotInteractableException at Multi-TabNavigationTest.sendKeys(),HIGH,#product-add-cart,[data-qa='dropdown-toggle'],2,45,22.86,2904,False,Locator changed after UI refactor. Use '[data-qa='dropdown-toggle']' instead of '#product-add-cart',False,2025-09-29T00:00:00
SEL-6123,API Response Test,CircleCI,Firefox,windows-latest,Java,On-Prem,feature-x,application_defect,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at APIResponseTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,39,42.79,2592,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-03-15T00:00:00
SEL-5045,Logout Test,GitHub Actions,Chrome,macos-latest,JavaScript,AWS,release,network_api_error,test,Network Error,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,N/A,N/A,4,58,53.78,1533,True,Use mock API responses for test isolation instead of live API calls,True,2025-08-27T00:00:00
SEL-6043,API Response Test,CircleCI,Edge,windows-latest,C#,Azure,hotfix,application_defect,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at APIResponseTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,0,51,34.91,1113,False,Forward to developer: application behaviour does not match expected specification,True,2025-11-23T00:00:00
SEL-2011,Payment Test,Azure DevOps,Safari,ubuntu-latest,C#,GCP,develop,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",3,220,10.81,1753,True,Increase timeout and add explicit visibility check before interaction,False,2025-05-24T00:00:00
SEL-4027,Password Reset Test,GitLab CI,Safari,ubuntu-latest,JavaScript,GCP,develop,environment_failure,deploy,Dependency Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,1,14,94.43,4071,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-09-30T00:00:00
SEL-2008,Notification Test,Azure DevOps,Firefox,ubuntu-latest,C#,Azure,develop,synchronization_issue,test,Timeout,The operation timed out after 60 seconds.,Exception at generic_handler.py,MEDIUM,time.sleep(0.5),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",1,246,13.13,2295,True,"Replace 'time.sleep(0.5)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-11-18T00:00:00
SEL-1074,Session Timeout Test,Jenkins,Edge,macos-latest,JavaScript,GCP,main,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #confirm-order is not a valid CSS selector,ElementNotInteractableException at SessionTimeoutTest.sendKeys(),HIGH,#confirm-order,[data-testid='register-link'],0,89,44.11,3982,True,Replace brittle CSS selector '#confirm-order' with data attribute '[data-testid='register-link']',False,2025-10-12T00:00:00
SEL-2127,Password Reset Test,GitLab CI,Edge,macos-latest,Java,AWS,main,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",3,73,30.95,2085,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-09-19T00:00:00
SEL-6009,Cart Validation Test,GitHub Actions,Edge,macos-latest,Java,GCP,hotfix,application_defect,test,Test Failure,AssertionError: Filter by category 'Electronics' returned 0 results — backend filtering broken,AssertionError at CartValidationTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,1,36,57.45,1066,False,This is an application-level defect. Raise a bug report for the development team,True,2025-09-26T00:00:00
SEL-2026,Filter Test,GitHub Actions,Chrome,macos-latest,Java,AWS,feature-x,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),ElementClickInterceptedException at FilterTest.clickButton() — overlay not dismissed,HIGH,driver.implicitly_wait(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",1,54,36.48,592,True,"Replace 'driver.implicitly_wait(2)' with explicit wait: WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",False,2025-12-20T00:00:00
SEL-1190,Report Export Test,CircleCI,Chrome,macos-latest,JavaScript,GCP,develop,test_data_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {//div[@class='dropdown']/a},StaleElementReferenceException at ReportExportTest.clickElement(),MEDIUM,//div[@class='dropdown']/a,//button[@data-qa='pay-now'],2,100,47.51,899,False,Update locator from '//div[@class='dropdown']/a' to '//button[@data-qa='pay-now']' using stable data-testid attribute,False,2025-03-13T00:00:00
SEL-3118,Filter Test,CircleCI,Edge,windows-latest,JavaScript,AWS,hotfix,test_data_issue,test,Test Failure,NullPointerException: Test data record not found in database for user_id=TEST_9921,AssertionError at FilterTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,33,33.97,1979,True,Re-seed test database with fresh test data before execution,True,2025-11-09T00:00:00
SEL-6094,Cart Validation Test,GitHub Actions,Chrome,ubuntu-latest,JavaScript,Azure,main,application_defect,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,N/A,N/A,1,69,59.33,2710,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-03-10T00:00:00
SEL-2019,User Role Test,GitHub Actions,Chrome,macos-latest,C#,GCP,feature-x,synchronization_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,ElementClickInterceptedException at UserRoleTest.clickButton() — overlay not dismissed,HIGH,driver.implicitly_wait(2),"WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",1,127,23.73,1422,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-10-01T00:00:00
SEL-1045,Logout Test,Jenkins,Firefox,ubuntu-latest,C#,Azure,hotfix,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator .hero-cta-button,StaleElementReferenceException at LogoutTest.clickElement(),MEDIUM,.hero-cta-button,[data-testid='search-bar'],1,115,49.43,2268,False,Locator changed after UI refactor. Use '[data-testid='search-bar']' instead of '.hero-cta-button',False,2025-11-14T00:00:00
SEL-6051,User Role Test,GitHub Actions,Firefox,ubuntu-latest,JavaScript,Azure,develop,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at UserRoleTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,55,50.05,2224,False,Forward to developer: application behaviour does not match expected specification,True,2025-05-23T00:00:00
SEL-5087,User Role Test,Azure DevOps,Chrome,macos-latest,Java,On-Prem,main,network_api_error,test,Network Error,requests.exceptions.ConnectionError: HTTPSConnectionPool — Max retries exceeded for URL,ConnectionError at UserRoleTest.callExternalAPI(),HIGH,N/A,N/A,2,165,46.93,1755,True,Verify API service health before test execution using smoke tests,True,2025-12-04T00:00:00
SEL-3029,Profile Update Test,GitHub Actions,Safari,windows-latest,Java,Azure,main,test_data_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,DataNotFoundException at TestDataHelper.fetchRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,18,23.04,940,False,"Use test data factories to ensure isolated, reproducible test state",True,2025-01-23T00:00:00
SEL-6025,Product Search Test,Azure DevOps,Edge,windows-latest,Java,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Page title mismatch — Expected 'Dashboard' but found '404 Page Not Found',AssertionError at ProductSearchTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,1,66,30.58,2518,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-10-24T00:00:00
SEL-1182,Payment Test,Jenkins,Chrome,ubuntu-latest,Python,AWS,main,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: .nav-menu li:nth-child(3),"NoSuchElementException at PaymentTest.findElement(By.cssSelector("".nav-menu li:nth-child(3)""))",MEDIUM,.nav-menu li:nth-child(3),[data-cy='checkout-form'],1,54,66.01,1245,True,Locator changed after UI refactor. Use '[data-cy='checkout-form']' instead of '.nav-menu li:nth-child(3)',False,2026-01-01T00:00:00
SEL-4056,Logout Test,CircleCI,Edge,windows-latest,C#,AWS,feature-x,environment_failure,test,Dependency Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,ConnectionRefusedError at LogoutTest.setupEnvironment(),HIGH,N/A,N/A,2,5,60.5,7101,False,Verify test environment Docker containers are healthy before test run,True,2025-07-27T00:00:00
SEL-4040,File Upload Test,GitLab CI,Firefox,ubuntu-latest,Java,On-Prem,main,environment_failure,build,Dependency Error,RuntimeError: Test environment variable SELENIUM_REMOTE_URL not configured,ConnectionRefusedError at FileUploadTest.setupEnvironment(),CRITICAL,N/A,N/A,5,36,77.95,7719,True,Restart test environment services and verify all dependencies are running,True,2025-05-28T00:00:00
SEL-3094,File Upload Test,Jenkins,Chrome,windows-latest,Java,GCP,release,test_data_issue,test,Test Failure,AssertionError: Expected status 'ACTIVE' but found 'INACTIVE' — stale test fixture,AssertionError at FileUploadTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,52,27.92,405,True,Re-seed test database with fresh test data before execution,True,2025-01-27T00:00:00
SEL-6096,Filter Test,Azure DevOps,Firefox,ubuntu-latest,Java,AWS,main,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at FilterTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,0,41,29.05,1268,False,Forward to developer: application behaviour does not match expected specification,True,2025-12-04T00:00:00
SEL-1053,API Response Test,GitLab CI,Edge,windows-latest,C#,On-Prem,develop,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator #confirm-order,ElementNotInteractableException at APIResponseTest.sendKeys(),HIGH,#confirm-order,[data-cy='checkout-form'],1,29,66.09,2593,True,Update locator from '#confirm-order' to '[data-cy='checkout-form']' using stable data-testid attribute,False,2025-05-22T00:00:00
SEL-4070,Dashboard Load Test,Azure DevOps,Firefox,macos-latest,Python,GCP,develop,environment_failure,build,Resource Exhaustion,DockerContainerError: Test container exited unexpectedly with code 137 (OOM Killed),EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,3,8,83.01,4555,False,Verify test environment Docker containers are healthy before test run,True,2025-06-13T00:00:00
SEL-3010,Form Validation Test,GitLab CI,Chrome,macos-latest,JavaScript,AWS,main,network_api_error,test,Test Failure,AssertionError: Expected user role 'admin' but got 'viewer' — DB seed data incorrect,NullPointerException at FormValidationTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,24,24.29,1796,False,Use dynamic test data generation instead of hardcoded values,True,2025-07-14T00:00:00
SEL-6047,Filter Test,Jenkins,Edge,ubuntu-latest,Python,GCP,hotfix,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at FilterTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,1,79,35.56,2796,False,This is an application-level defect. Raise a bug report for the development team,True,2025-06-25T00:00:00
SEL-3044,Logout Test,Azure DevOps,Firefox,windows-latest,Java,GCP,develop,application_defect,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,NullPointerException at LogoutTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,14,20.59,1189,True,Use dynamic test data generation instead of hardcoded values,True,2025-12-31T00:00:00
SEL-2110,Order History Test,Jenkins,Edge,macos-latest,Python,GCP,hotfix,synchronization_issue,test,Timeout,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,time.sleep(2),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",2,108,12.02,2121,True,Increase timeout and add explicit visibility check before interaction,False,2025-11-01T00:00:00
SEL-1048,Logout Test,Azure DevOps,Edge,windows-latest,Python,On-Prem,feature-x,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator .checkout-form,StaleElementReferenceException at LogoutTest.clickElement(),MEDIUM,.checkout-form,[data-testid='hero-cta'],1,15,49.9,2281,False,Locator changed after UI refactor. Use '[data-testid='hero-cta']' instead of '.checkout-form',False,2025-05-09T00:00:00
SEL-1028,Logout Test,Azure DevOps,Edge,ubuntu-latest,Java,GCP,develop,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #register-link,"NoSuchElementException at LogoutTest.findElement(By.cssSelector(""#register-link""))",HIGH,#register-link,[data-testid='submit'],0,36,69.2,3015,True,Replace brittle CSS selector '#register-link' with data attribute '[data-testid='submit']',False,2025-08-01T00:00:00
SEL-4067,Order History Test,GitHub Actions,Firefox,macos-latest,Python,Azure,release,environment_failure,test,Resource Exhaustion,RuntimeError: Test environment variable SELENIUM_REMOTE_URL not configured,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,2,33,97.25,6949,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-04-19T00:00:00
SEL-1049,Filter Test,Azure DevOps,Chrome,macos-latest,JavaScript,AWS,develop,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator #login-btn,ElementNotInteractableException at FilterTest.sendKeys(),MEDIUM,#login-btn,[data-testid='submit'],1,28,69.85,2297,False,Update locator from '#login-btn' to '[data-testid='submit']' using stable data-testid attribute,False,2025-08-29T00:00:00
SEL-6036,User Role Test,Jenkins,Firefox,ubuntu-latest,C#,Azure,main,application_defect,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,CRITICAL,N/A,N/A,0,53,35.36,1248,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-03-19T00:00:00
SEL-2121,Product Search Test,GitLab CI,Safari,windows-latest,JavaScript,On-Prem,feature-x,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at ProductSearchTest.waitForElement() — implicit wait too short,MEDIUM,driver.implicitly_wait(2),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",2,124,11.05,1605,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-10-18T00:00:00
SEL-5046,Product Search Test,Azure DevOps,Edge,macos-latest,Java,GCP,release,application_defect,test,Network Error,AssertionError: Expected HTTP 200 but received 503 from /api/v1/products,ConnectionError at ProductSearchTest.callExternalAPI(),HIGH,N/A,N/A,2,146,16.64,1091,True,Add retry logic with exponential backoff for transient network failures,True,2025-01-28T00:00:00
SEL-1177,API Response Test,Azure DevOps,Chrome,macos-latest,Python,GCP,feature-x,application_defect,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #submit-btn,StaleElementReferenceException at APIResponseTest.clickElement(),MEDIUM,#submit-btn,//button[@data-qa='pay-now'],1,74,54.15,3636,False,Update locator from '#submit-btn' to '//button[@data-qa='pay-now']' using stable data-testid attribute,False,2025-01-09T00:00:00
SEL-4075,Profile Update Test,GitHub Actions,Safari,windows-latest,Java,AWS,main,environment_failure,build,Resource Exhaustion,WebDriverException: Chrome browser failed to launch — ChromeDriver version mismatch,ConnectionRefusedError at ProfileUpdateTest.setupEnvironment(),HIGH,N/A,N/A,5,26,83.14,4217,False,Update ChromeDriver version to match installed Chrome browser version,True,2025-01-18T00:00:00
SEL-4104,Logout Test,GitLab CI,Chrome,ubuntu-latest,Java,AWS,hotfix,environment_failure,test,Resource Exhaustion,ConnectionRefusedError: Test environment database is not reachable at localhost:5432,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,3,13,70.55,3422,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-10-01T00:00:00
SEL-4121,Report Export Test,CircleCI,Firefox,windows-latest,Python,AWS,main,environment_failure,build,Dependency Error,RuntimeError: Test environment variable SELENIUM_REMOTE_URL not configured,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,2,23,66.35,3872,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-11-02T00:00:00
SEL-2114,File Upload Test,GitHub Actions,Edge,ubuntu-latest,Python,AWS,main,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",3,37,23.73,967,True,Increase timeout and add explicit visibility check before interaction,False,2025-08-19T00:00:00
SEL-1091,Notification Test,Azure DevOps,Safari,ubuntu-latest,Java,Azure,feature-x,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {.hero-cta-button},ElementNotInteractableException at NotificationTest.sendKeys(),MEDIUM,.hero-cta-button,[data-testid='add-to-cart'],1,75,66.71,3425,True,Replace brittle CSS selector '.hero-cta-button' with data attribute '[data-testid='add-to-cart']',False,2025-02-12T00:00:00
