failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_00809,CircleCI,Go,deploy,Configuration Error,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',internal/config/config.go line 56 in calculate_total,FAILED internal/service/order_service_test.go::test_deploy_health - type mismatch in business logic,deploy | Configuration Error | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | internal/config/config.go line 56 in calculate_total | FAILED internal/service/order_service_test.go::test_deploy_health - type mismatch in business logic,TRUE,application_defect
RCA_00889,CircleCI,Rust,deploy,Resource Exhaustion,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 125,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Resource Exhaustion | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 125 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,network_issue
RCA_00124,GitLab CI,C++,deploy,Security Scan Failure,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 135,CI job exceeded memory limit during test execution,deploy | Security Scan Failure | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 135 | CI job exceeded memory limit during test execution,FALSE,infrastructure_resource_issue
RCA_00847,Jenkins,Java,deploy,Resource Exhaustion,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 86,Configuration file path does not exist in CI environment,deploy | Resource Exhaustion | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 86 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_00259,Azure DevOps,Python,test,Security Scan Failure,TimeoutError,TimeoutError: waiting for element '.user-row' exceeded 10 seconds,tests/test_payment_service.py line 30,FAILED tests/test_payment_service.py::test_api_response - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Security Scan Failure | TimeoutError | TimeoutError: waiting for element '.user-row' exceeded 10 seconds | tests/test_payment_service.py line 30 | FAILED tests/test_payment_service.py::test_api_response - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_01493,GitHub Actions,Rust,deploy,Build Failure,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 69,CI job exceeded memory limit during test execution,deploy | Build Failure | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 69 | CI job exceeded memory limit during test execution,TRUE,infrastructure_resource_issue
RCA_01106,CircleCI,Rust,test,Dependency Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 45,External API returned 503 during tests/order_service_test.rs::test_payment_validation,test | Dependency Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 45 | External API returned 503 during tests/order_service_test.rs::test_payment_validation,TRUE,network_issue
RCA_00224,CircleCI,Rust,build,Configuration Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 39,Configuration file path does not exist in CI environment,build | Configuration Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 39 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_01002,Jenkins,Go,build,Timeout,AssertionError,AssertionError: expected status 200 but got 500,internal/service/order_service.go line 105 in apply_discount,FAILED internal/service/order_service_test.go::test_calculate_total - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Timeout | AssertionError | AssertionError: expected status 200 but got 500 | internal/service/order_service.go line 105 in apply_discount | FAILED internal/service/order_service_test.go::test_calculate_total - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,application_defect
RCA_01433,Jenkins,C++,test,Permission Error,DependencyResolutionError,Could not resolve dependency 'numpy>=2.0.0',package_manager.py line 100,Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | DependencyResolutionError | Could not resolve dependency 'numpy>=2.0.0' | package_manager.py line 100 | Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,dependency_issue
RCA_00707,CircleCI,Go,test,Configuration Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 78,Configuration file path does not exist in CI environment,test | Configuration Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 78 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00566,Azure DevOps,Java,deploy,Test Failure,NameError,NameError: name 'usr_id' is not defined,src/main/java/com/demo/OrderService.java line 105 in process_order,FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - undefined variable raised from application code,deploy | Test Failure | NameError | NameError: name 'usr_id' is not defined | src/main/java/com/demo/OrderService.java line 105 in process_order | FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - undefined variable raised from application code,FALSE,environment_config_issue
RCA_00642,GitHub Actions,Go,test,Configuration Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 83,External API returned 503 during internal/service/order_service_test.go::test_api_response | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Configuration Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 83 | External API returned 503 during internal/service/order_service_test.go::test_api_response | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,infrastructure_resource_issue
RCA_00502,GitHub Actions,NodeJS,build,Test Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 83,Disk full while restoring cache or building image | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Test Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 83 | Disk full while restoring cache or building image | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_01267,CircleCI,Rust,deploy,Timeout,NameError,NameError: name 'respnse' is not defined,src/order_service.rs line 74 in apply_discount,FAILED tests/order_service_test.rs::test_process_order - undefined variable raised from application code,deploy | Timeout | NameError | NameError: name 'respnse' is not defined | src/order_service.rs line 74 in apply_discount | FAILED tests/order_service_test.rs::test_process_order - undefined variable raised from application code,TRUE,application_defect
RCA_00446,GitHub Actions,C++,deploy,Configuration Error,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 42,Service did not become healthy after deployment,deploy | Configuration Error | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 42 | Service did not become healthy after deployment,FALSE,deployment_issue
RCA_00638,Azure DevOps,Python,deploy,Deployment Failure,NameError,NameError: name 'total_amunt' is not defined,app/config.py line 56 in calculate_total,FAILED tests/test_payment_service.py::test_payment_validation - undefined variable raised from application code,deploy | Deployment Failure | NameError | NameError: name 'total_amunt' is not defined | app/config.py line 56 in calculate_total | FAILED tests/test_payment_service.py::test_payment_validation - undefined variable raised from application code,FALSE,application_defect
RCA_00455,GitLab CI,C++,deploy,Test Failure,ImportError,ImportError: cannot import name 'calculate_totals' from application module,tests/test_user_service.cpp line 118,ERROR collecting tests/test_user_service.cpp::test_calculate_total - test imports old function name,deploy | Test Failure | ImportError | ImportError: cannot import name 'calculate_totals' from application module | tests/test_user_service.cpp line 118 | ERROR collecting tests/test_user_service.cpp::test_calculate_total - test imports old function name,FALSE,test_script_issue
RCA_00579,GitHub Actions,Java,test,Deployment Failure,DependencyResolutionError,Could not resolve dependency 'requests>=2.0.0',package_manager.py line 54,Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Deployment Failure | DependencyResolutionError | Could not resolve dependency 'requests>=2.0.0' | package_manager.py line 54 | Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,dependency_issue
RCA_01246,Jenkins,C++,build,Security Scan Failure,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 34,Workflow timed out during test execution,build | Security Scan Failure | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 34 | Workflow timed out during test execution,TRUE,infrastructure_resource_issue
RCA_01065,CircleCI,NodeJS,deploy,Resource Exhaustion,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 46,CI job exceeded memory limit during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Resource Exhaustion | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 46 | CI job exceeded memory limit during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,infrastructure_resource_issue
RCA_00811,Azure DevOps,Go,build,Security Scan Failure,ModuleNotFoundError,ModuleNotFoundError: No module named 'gin-gonic',internal/service/order_service_test.go line 116,ImportError while importing test module because dependency gin-gonic is missing,build | Security Scan Failure | ModuleNotFoundError | ModuleNotFoundError: No module named 'gin-gonic' | internal/service/order_service_test.go line 116 | ImportError while importing test module because dependency gin-gonic is missing,FALSE,dependency_issue
RCA_00093,Azure DevOps,Python,build,Security Scan Failure,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',app/calculator.py line 16 in create_user,FAILED tests/test_calculator.py::test_apply_discount - type mismatch in business logic,build | Security Scan Failure | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | app/calculator.py line 16 in create_user | FAILED tests/test_calculator.py::test_apply_discount - type mismatch in business logic,FALSE,application_defect
RCA_01259,Azure DevOps,C++,build,Resource Exhaustion,DependencyResolutionError,Could not resolve dependency 'gin-gonic>=2.0.0',package_manager.py line 47,Dependency resolver failed during install step,build | Resource Exhaustion | DependencyResolutionError | Could not resolve dependency 'gin-gonic>=2.0.0' | package_manager.py line 47 | Dependency resolver failed during install step,TRUE,dependency_issue
RCA_01094,GitLab CI,Java,test,Permission Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 93,External API returned 503 during src/test/java/com/demo/OrderServiceTest.java::test_calculate_total,test | Permission Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 93 | External API returned 503 during src/test/java/com/demo/OrderServiceTest.java::test_calculate_total,FALSE,network_issue
RCA_01183,Azure DevOps,Python,test,Build Failure,NameError,NameError: name 'usr_id' is not defined,app/user_service.py line 70 in validate_payment,FAILED tests/test_payment_service.py::test_api_response - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Build Failure | NameError | NameError: name 'usr_id' is not defined | app/user_service.py line 70 in validate_payment | FAILED tests/test_payment_service.py::test_api_response - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_00343,Azure DevOps,NodeJS,test,Build Failure,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 101,External API returned 503 during tests/priceCalculator.test.js::test_api_response,test | Build Failure | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 101 | External API returned 503 during tests/priceCalculator.test.js::test_api_response,TRUE,network_issue
RCA_00252,GitHub Actions,Python,build,Timeout,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 33,Max retries exceeded because DNS resolution failed,build | Timeout | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 33 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_01019,Azure DevOps,C++,test,Build Failure,NameError,NameError: name 'usr_id' is not defined,src/config.cpp line 131 in validate_payment,FAILED tests/test_order_service.cpp::test_calculate_total - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Build Failure | NameError | NameError: name 'usr_id' is not defined | src/config.cpp line 131 in validate_payment | FAILED tests/test_order_service.cpp::test_calculate_total - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00159,GitLab CI,Rust,deploy,Network Error,TimeoutError,TimeoutError: waiting for element 'button.save' exceeded 10 seconds,tests/user_service_test.rs line 113,FAILED tests/user_service_test.rs::test_payment_validation - UI locator or wait condition is unstable,deploy | Network Error | TimeoutError | TimeoutError: waiting for element 'button.save' exceeded 10 seconds | tests/user_service_test.rs line 113 | FAILED tests/user_service_test.rs::test_payment_validation - UI locator or wait condition is unstable,FALSE,test_script_issue
RCA_01273,GitLab CI,Go,deploy,Permission Error,NameError,NameError: name 'usr_id' is not defined,internal/config/config.go line 109 in apply_discount,FAILED internal/service/user_service_test.go::test_apply_discount - undefined variable raised from application code,deploy | Permission Error | NameError | NameError: name 'usr_id' is not defined | internal/config/config.go line 109 in apply_discount | FAILED internal/service/user_service_test.go::test_apply_discount - undefined variable raised from application code,TRUE,application_defect
RCA_01425,Azure DevOps,Go,deploy,Configuration Error,AssertionError,AssertionError: assert 180 == 190,internal/service/order_service_test.go line 30,FAILED internal/service/order_service_test.go::test_apply_discount - expected value in test appears outdated,deploy | Configuration Error | AssertionError | AssertionError: assert 180 == 190 | internal/service/order_service_test.go line 30 | FAILED internal/service/order_service_test.go::test_apply_discount - expected value in test appears outdated,TRUE,test_script_issue
RCA_00796,CircleCI,Rust,deploy,Configuration Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 71,Configuration file path does not exist in CI environment,deploy | Configuration Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 71 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00397,Azure DevOps,Go,test,Build Failure,NameError,NameError: name 'total_amunt' is not defined,internal/service/order_service.go line 7 in process_order,FAILED internal/service/user_service_test.go::test_process_order - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Build Failure | NameError | NameError: name 'total_amunt' is not defined | internal/service/order_service.go line 7 in process_order | FAILED internal/service/user_service_test.go::test_process_order - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,application_defect
RCA_00187,GitHub Actions,Java,test,Timeout,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 23,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Timeout | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 23 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_00857,GitLab CI,Rust,test,Dependency Error,AssertionError,AssertionError: assert 180 == 190,tests/order_service_test.rs line 40,FAILED tests/order_service_test.rs::test_apply_discount - expected value in test appears outdated,test | Dependency Error | AssertionError | AssertionError: assert 180 == 190 | tests/order_service_test.rs line 40 | FAILED tests/order_service_test.rs::test_apply_discount - expected value in test appears outdated,TRUE,test_script_issue
RCA_01304,GitHub Actions,NodeJS,test,Network Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 120,Configuration file path does not exist in CI environment,test | Network Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 120 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00808,Jenkins,Rust,test,Network Error,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 83,Disk full while restoring cache or building image,test | Network Error | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 83 | Disk full while restoring cache or building image,FALSE,infrastructure_resource_issue
RCA_01352,GitLab CI,Rust,deploy,Timeout,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 20,Configuration file path does not exist in CI environment,deploy | Timeout | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 20 | Configuration file path does not exist in CI environment,FALSE,application_defect
RCA_00778,CircleCI,Go,test,Permission Error,AssertionError,AssertionError: expected status 200 but got 500,internal/service/order_service.go line 126 in validate_payment,FAILED internal/service/order_service_test.go::test_payment_validation - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | AssertionError | AssertionError: expected status 200 but got 500 | internal/service/order_service.go line 126 in validate_payment | FAILED internal/service/order_service_test.go::test_payment_validation - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_00467,CircleCI,Go,deploy,Dependency Error,TypeError,TypeError: unsupported operand type(s) for +: 'int' and 'str',internal/service/user_service.go line 114 in get_user_profile,FAILED internal/service/user_service_test.go::test_payment_validation - type mismatch in business logic | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Dependency Error | TypeError | TypeError: unsupported operand type(s) for +: 'int' and 'str' | internal/service/user_service.go line 114 in get_user_profile | FAILED internal/service/user_service_test.go::test_payment_validation - type mismatch in business logic | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,test_script_issue
RCA_00894,Azure DevOps,C++,build,Timeout,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 97,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Timeout | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 97 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
RCA_00949,CircleCI,Go,build,Timeout,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 12,Configuration file path does not exist in CI environment,build | Timeout | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 12 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00389,GitHub Actions,Java,build,Resource Exhaustion,FixtureError,fixture 'sample_user' not found,src/test/java/com/demo/OrderServiceTest.java line 12,ERROR at setup of src/test/java/com/demo/OrderServiceTest.java::test_create_user - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Resource Exhaustion | FixtureError | fixture 'sample_user' not found | src/test/java/com/demo/OrderServiceTest.java line 12 | ERROR at setup of src/test/java/com/demo/OrderServiceTest.java::test_create_user - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_00146,GitHub Actions,Java,test,Timeout,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 100,Disk full while restoring cache or building image,test | Timeout | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 100 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_00887,CircleCI,Go,test,Permission Error,ImportError,ImportError: cannot import name 'process_orders' from application module,internal/service/order_service_test.go line 136,ERROR collecting internal/service/order_service_test.go::test_apply_discount - test imports old function name | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | ImportError | ImportError: cannot import name 'process_orders' from application module | internal/service/order_service_test.go line 136 | ERROR collecting internal/service/order_service_test.go::test_apply_discount - test imports old function name | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_00139,GitHub Actions,Java,deploy,Network Error,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 59,Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Network Error | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 59 | Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00893,CircleCI,Java,test,Security Scan Failure,KeyError,KeyError: 'API_TOKEN',app/config.py line 41 in load_config,Missing environment variable in CI runner,test | Security Scan Failure | KeyError | KeyError: 'API_TOKEN' | app/config.py line 41 in load_config | Missing environment variable in CI runner,FALSE,environment_config_issue
RCA_01423,GitLab CI,NodeJS,build,Security Scan Failure,TimeoutError,TimeoutError: waiting for element 'input[name=email]' exceeded 10 seconds,tests/priceCalculator.test.js line 10,FAILED tests/priceCalculator.test.js::test_payment_validation - UI locator or wait condition is unstable,build | Security Scan Failure | TimeoutError | TimeoutError: waiting for element 'input[name=email]' exceeded 10 seconds | tests/priceCalculator.test.js line 10 | FAILED tests/priceCalculator.test.js::test_payment_validation - UI locator or wait condition is unstable,TRUE,application_defect
RCA_00647,Azure DevOps,NodeJS,deploy,Permission Error,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 70,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Permission Error | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 70 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,network_issue
RCA_01118,Azure DevOps,Java,build,Timeout,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 7,Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Timeout | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 7 | Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,application_defect
RCA_01376,Azure DevOps,NodeJS,build,Security Scan Failure,TimeoutError,TimeoutError: waiting for element 'button.save' exceeded 10 seconds,tests/priceCalculator.test.js line 133,FAILED tests/priceCalculator.test.js::test_process_order - UI locator or wait condition is unstable,build | Security Scan Failure | TimeoutError | TimeoutError: waiting for element 'button.save' exceeded 10 seconds | tests/priceCalculator.test.js line 133 | FAILED tests/priceCalculator.test.js::test_process_order - UI locator or wait condition is unstable,TRUE,test_script_issue
RCA_00440,Azure DevOps,C++,build,Security Scan Failure,KeyError,KeyError: 'SERVICE_URL',app/config.py line 119 in load_config,Missing environment variable in CI runner,build | Security Scan Failure | KeyError | KeyError: 'SERVICE_URL' | app/config.py line 119 in load_config | Missing environment variable in CI runner,TRUE,deployment_issue
RCA_01290,GitLab CI,Rust,deploy,Build Failure,FixtureError,fixture 'sample_user' not found,tests/user_service_test.rs line 46,ERROR at setup of tests/user_service_test.rs::test_calculate_total - missing test fixture,deploy | Build Failure | FixtureError | fixture 'sample_user' not found | tests/user_service_test.rs line 46 | ERROR at setup of tests/user_service_test.rs::test_calculate_total - missing test fixture,FALSE,test_script_issue
RCA_00891,GitHub Actions,NodeJS,deploy,Configuration Error,NameError,NameError: name 'quanity' is not defined,src/utils/priceCalculator.js line 74 in apply_discount,FAILED tests/priceCalculator.test.js::test_api_response - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Configuration Error | NameError | NameError: name 'quanity' is not defined | src/utils/priceCalculator.js line 74 in apply_discount | FAILED tests/priceCalculator.test.js::test_api_response - undefined variable raised from application code | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_01084,CircleCI,Java,deploy,Resource Exhaustion,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 75,External API returned 503 during src/test/java/com/demo/UserServiceTest.java::test_deploy_health,deploy | Resource Exhaustion | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 75 | External API returned 503 during src/test/java/com/demo/UserServiceTest.java::test_deploy_health,TRUE,deployment_issue
RCA_01417,CircleCI,NodeJS,test,Configuration Error,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 84,Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Configuration Error | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 84 | Workflow timed out during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_00678,CircleCI,Java,build,Configuration Error,DNSResolutionError,Temporary failure in name resolution for host 'api.example.com',urllib3/connection.py line 112,Max retries exceeded because DNS resolution failed,build | Configuration Error | DNSResolutionError | Temporary failure in name resolution for host 'api.example.com' | urllib3/connection.py line 112 | Max retries exceeded because DNS resolution failed,TRUE,network_issue
RCA_01440,GitHub Actions,Go,deploy,Deployment Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 77,Configuration file path does not exist in CI environment,deploy | Deployment Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 77 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_01335,Jenkins,Java,build,Network Error,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 136,External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_create_user | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Network Error | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 136 | External service call timed out while running src/test/java/com/demo/UserServiceTest.java::test_create_user | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,network_issue
RCA_00755,GitHub Actions,C++,deploy,Build Failure,NameError,NameError: name 'quanity' is not defined,src/user_service.cpp line 19 in validate_payment,FAILED tests/test_user_service.cpp::test_payment_validation - undefined variable raised from application code,deploy | Build Failure | NameError | NameError: name 'quanity' is not defined | src/user_service.cpp line 19 in validate_payment | FAILED tests/test_user_service.cpp::test_payment_validation - undefined variable raised from application code,FALSE,application_defect
RCA_00184,GitLab CI,Rust,build,Dependency Error,VersionConflict,Version conflict: required junit==2.0.0 but installed junit==1.4.0,dependency_check.py line 96,Dependency version mismatch in CI environment,build | Dependency Error | VersionConflict | Version conflict: required junit==2.0.0 but installed junit==1.4.0 | dependency_check.py line 96 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_01154,Azure DevOps,Go,build,Deployment Failure,AssertionError,AssertionError: assert 180 == 190,internal/service/user_service_test.go line 19,FAILED internal/service/user_service_test.go::test_process_order - expected value in test appears outdated,build | Deployment Failure | AssertionError | AssertionError: assert 180 == 190 | internal/service/user_service_test.go line 19 | FAILED internal/service/user_service_test.go::test_process_order - expected value in test appears outdated,TRUE,application_defect
RCA_00665,Jenkins,Python,deploy,Security Scan Failure,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 130,Deployment failed during database migration,deploy | Security Scan Failure | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 130 | Deployment failed during database migration,TRUE,deployment_issue
RCA_01157,Jenkins,Java,test,Deployment Failure,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 25,CI runner cannot write to report output directory,test | Deployment Failure | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 25 | CI runner cannot write to report output directory,FALSE,environment_config_issue
RCA_01366,CircleCI,C++,test,Network Error,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 118,Service did not become healthy after deployment,test | Network Error | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 118 | Service did not become healthy after deployment,TRUE,environment_config_issue
RCA_01287,GitLab CI,Rust,deploy,Configuration Error,ConnectionTimeout,ConnectionTimeout: request timed out after 60 seconds,external_api_client.py line 53,External service call timed out while running tests/user_service_test.rs::test_deploy_health,deploy | Configuration Error | ConnectionTimeout | ConnectionTimeout: request timed out after 60 seconds | external_api_client.py line 53 | External service call timed out while running tests/user_service_test.rs::test_deploy_health,TRUE,network_issue
RCA_00044,GitLab CI,Python,build,Configuration Error,ImagePullBackOff,ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0',kubernetes/deploy.yaml line 58,Deployment failed because container image could not be pulled | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Configuration Error | ImagePullBackOff | ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0' | kubernetes/deploy.yaml line 58 | Deployment failed because container image could not be pulled | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,deployment_issue
RCA_00572,Azure DevOps,Python,deploy,Dependency Error,TimeoutError,TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds,tests/test_calculator.py line 129,FAILED tests/test_calculator.py::test_create_user - UI locator or wait condition is unstable,deploy | Dependency Error | TimeoutError | TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds | tests/test_calculator.py line 129 | FAILED tests/test_calculator.py::test_create_user - UI locator or wait condition is unstable,TRUE,test_script_issue
